text,Word,Sentence #,indexloc
,業務,66,5
,提携,66,6
,に関する,66,7
,お知らせ,66,8
資本 業務 提携 契約 の 締結 に関する お知らせ,資本,67,0
,業務,67,1
,提携,67,2
,契約,67,3
,の,67,4
,締結,67,5
,に関する,67,6
,お知らせ,67,7
「 イガリホールディングス 株式会社 の 株式 の 取得 （ 子会社 化 ） に関する お知らせ 」 を 掲載 し まし た 。,「,68,0
,イガリホールディングス,68,1
,株式会社,68,2
,の,68,3
,株式,68,4
,の,68,5
,取得,68,6
,（,68,7
,子会社,68,8
,化,68,9
,）,68,10
,に関する,68,11
,お知らせ,68,12
,」,68,13
,を,68,14
,掲載,68,15
,し,68,16
,まし,68,17
,た,68,18
,。,68,19
（ 開示 事項 の 変更 ） 株式会社 インベストオンライン の 株式 取得 （ 子会社 化 ） の 延期 に関する お知らせ,（,69,0
,開示,69,1
,事項,69,2
,の,69,3
,変更,69,4
,）,69,5
,株式会社,69,6
,インベストオンライン,69,7
,の,69,8
,株式,69,9
,取得,69,10
,（,69,11
,子会社,69,12
,化,69,13
,）,69,14
,の,69,15
,延期,69,16
,に関する,69,17
,お知らせ,69,18
iYell 株式会社 と の 業務 提携 に関する お知らせ ～ 住宅 ローン 業務 効率 化 を 図る 「 センチュリー 21 住宅 ローン デスク 」 を 提供 ～,iYell,70,0
,株式会社,70,1
,と,70,2
,の,70,3
,業務,70,4
,提携,70,5
,に関する,70,6
,お知らせ,70,7
,～,70,8
,住宅,70,9
,ローン,70,10
,業務,70,11
,効率,70,12
,化,70,13
,を,70,14
,図る,70,15
,「,70,16
,センチュリー,70,17
,21,70,18
,住宅,70,19
,ローン,70,20
,デスク,70,21
,」,70,22
,を,70,23
,提供,70,24
,～,70,25
クラウドファンディング 「 SAMURAI 」 株式会社 日本 保証 と の 業務 提携 第 一 号 案件 リリース 予定 の お知らせ,クラウドファンディング,71,0
,「,71,1
,SAMURAI,71,2
,」,71,3
,株式会社,71,4
,日本,71,5
,保証,71,6
,と,71,7
,の,71,8
,業務,71,9
,提携,71,10
,第,71,11
,一,71,12
,号,71,13
,案件,71,14
,リリース,71,15
,予定,71,16
,の,71,17
,お知らせ,71,18
プレス リリース メドピア 、 ファーマインターナショナル と 業務 提携 し 、 医薬品 マーケティング 支援 における コンテンツ 制作 を 強化,プレス,72,0
,リリース,72,1
,メドピア,72,2
,、,72,3
,ファーマインターナショナル,72,4
,と,72,5
,業務,72,6
,提携,72,7
,し,72,8
,、,72,9
,医薬品,72,10
,マーケティング,72,11
,支援,72,12
,における,72,13
,コンテンツ,72,14
,制作,72,15
,を,72,16
,強化,72,17
「 株式会社 アルム 及び 医療 法 ⼈社 団 天 太 会 と の 医療 ・ ヘルスケア AI ソリューション 開発 に 向け た 業務 ・ 資本 提携 」 に関する お知らせ [ PDF ： 149 KB ],「,73,0
,株式会社,73,1
,アルム,73,2
,及び,73,3
,医療,73,4
,法,73,5
,⼈社,73,6
,団,73,7
,天,73,8
,太,73,9
,会,73,10
,と,73,11
,の,73,12
,医療,73,13
,・,73,14
,ヘルスケア,73,15
,AI,73,16
,ソリューション,73,17
,開発,73,18
,に,73,19
,向け,73,20
,た,73,21
,業務,73,22
,・,73,23
,資本,73,24
,提携,73,25
,」,73,26
,に関する,73,27
,お知らせ,73,28
,[,73,29
,PDF,73,30
,：,73,31
,149,73,32
,KB,73,33
,],73,34
シルバー エッグ ・ テクノロジー 株式会社 と の 業務 提携 に関する お知らせ,シルバー,74,0
,エッグ,74,1
,・,74,2
,テクノロジー,74,3
,株式会社,74,4
,と,74,5
,の,74,6
,業務,74,7
,提携,74,8
,に関する,74,9
,お知らせ,74,10
オリックス 銀行 と の 業務 提携 について,オリックス,75,0
,銀行,75,1
,と,75,2
,の,75,3
,業務,75,4
,提携,75,5
,について,75,6
株式会社 エフティグループ の ASEAN ３ か国 ５ 社 の 子会社 の 株式 譲渡 契約 締結 に関する お知らせ 当,株式会社,76,0
,エフティグループ,76,1
,の,76,2
,ASEAN,76,3
,３,76,4
,か国,76,5
,５,76,6
,社,76,7
,の,76,8
,子会社,76,9
,の,76,10
,株式,76,11
,譲渡,76,12
,契約,76,13
,締結,76,14
,に関する,76,15
,お知らせ,76,16
,当,76,17
株式会社 ラグザイア の 株式 取得 及び 簡易 株式 交換 （ 完全 子会社 化 ） に関する お知らせ IR 情報,株式会社,77,0
,ラグザイア,77,1
,の,77,2
,株式,77,3
,取得,77,4
,及び,77,5
,簡易,77,6
,株式,77,7
,交換,77,8
,（,77,9
,完全,77,10
,子会社,77,11
,化,77,12
,）,77,13
,に関する,77,14
,お知らせ,77,15
,IR,77,16
,情報,77,17
（ 開示 事項 の 経過 報告 ） 連結 子会社 の 異動 を 伴う 株式 譲渡 契約 締結 に関する お知らせ ( PDF 形式 : 220 . 9 KB ),（,78,0
,開示,78,1
,事項,78,2
,の,78,3
,経過,78,4
,報告,78,5
,）,78,6
,連結,78,7
,子会社,78,8
,の,78,9
,異動,78,10
,を,78,11
,伴う,78,12
,株式,78,13
,譲渡,78,14
,契約,78,15
,締結,78,16
,に関する,78,17
,お知らせ,78,18
,(,78,19
,PDF,78,20
,形式,78,21
,:,78,22
,220,78,23
,.,78,24
,9,78,25
,KB,78,26
,),78,27
ソースネクスト 株式会社 と の OEM 契約 締結 に関する お知らせ,ソースネクスト,79,0
,株式会社,79,1
,と,79,2
,の,79,3
,OEM,79,4
,契約,79,5
,締結,79,6
,に関する,79,7
,お知らせ,79,8
「 ネットイース ( 網 易 ) ニュース 」 の 正式 日本 総 代理 店 NTP 株式会社 と 戦略 的 業務 提携 を 締結 いたし まし た 。,「,80,0
,ネットイース,80,1
,(,80,2
,網,80,3
,易,80,4
,),80,5
,ニュース,80,6
,」,80,7
,の,80,8
,正式,80,9
,日本,80,10
,総,80,11
,代理,80,12
,店,80,13
,NTP,80,14
,株式会社,80,15
,と,80,16
,戦略,80,17
,的,80,18
,業務,80,19
,提携,80,20
,を,80,21
,締結,80,22
,いたし,80,23
,まし,80,24
,た,80,25
,。,80,26
ミャンマー の 日本語 学校 「 Taishi Vocational College 」 と の 業務 提携 に関する お知らせ,ミャンマー,81,0
,の,81,1
,日本語,81,2
,学校,81,3
,「,81,4
,Taishi,81,5
,Vocational,81,6
,College,81,7
,」,81,8
,と,81,9
,の,81,10
,業務,81,11
,提携,81,12
,に関する,81,13
,お知らせ,81,14
ミャンマー における 送出 し 事業 業務 提携 に関する お知らせ,ミャンマー,82,0
,における,82,1
,送出,82,2
,し,82,3
,事業,82,4
,業務,82,5
,提携,82,6
,に関する,82,7
,お知らせ,82,8
水戸 ホーリーホック と の 資本 業務 提携 及び ユニフォーム パートナー 決定 の お知らせ,水戸,83,0
,ホーリーホック,83,1
,と,83,2
,の,83,3
,資本,83,4
,業務,83,5
,提携,83,6
,及び,83,7
,ユニフォーム,83,8
,パートナー,83,9
,決定,83,10
,の,83,11
,お知らせ,83,12
資本 業務 提携 及び 第三者 割当 による 優先株 式 の 発行 、 定款 の 一部 変更 並びに 資本 金 の 額 及び 資本 準備 金 の 額 の 減少 に関する お知らせ,資本,84,0
,業務,84,1
,提携,84,2
,及び,84,3
,第三者,84,4
,割当,84,5
,による,84,6
,優先株,84,7
,式,84,8
,の,84,9
,発行,84,10
,、,84,11
,定款,84,12
,の,84,13
,一部,84,14
,変更,84,15
,並びに,84,16
,資本,84,17
,金,84,18
,の,84,19
,額,84,20
,及び,84,21
,資本,84,22
,準備,84,23
,金,84,24
,の,84,25
,額,84,26
,の,84,27
,減少,84,28
,に関する,84,29
,お知らせ,84,30
相続 管理 システム 展開 の ビービーシー と 業務 提携 税理士 など 士 業 の 方 を 対象 と し た 不動産 活用 で の 相続 ・ 贈与 税 の 節税 メリット 算出 シミュレーター を 共同 開発,相続,85,0
,管理,85,1
,システム,85,2
,展開,85,3
,の,85,4
,ビービーシー,85,5
,と,85,6
,業務,85,7
,提携,85,8
,税理士,85,9
,など,85,10
,士,85,11
,業,85,12
,の,85,13
,方,85,14
,を,85,15
,対象,85,16
,と,85,17
,し,85,18
,た,85,19
,不動産,85,20
,活用,85,21
,で,85,22
,の,85,23
,相続,85,24
,・,85,25
,贈与,85,26
,税,85,27
,の,85,28
,節税,85,29
,メリット,85,30
,算出,85,31
,シミュレーター,85,32
,を,85,33
,共同,85,34
,開発,85,35
「 TechAcademy 」 を 運営 する キラメックス 、 株式会社 アーテック と 業務 提携 開始 〜 中高生 向け 「 Python ロボティクスコ …,「,86,0
,TechAcademy,86,1
,」,86,2
,を,86,3
,運営,86,4
,する,86,5
,キラメックス,86,6
,、,86,7
,株式会社,86,8
,アーテック,86,9
,と,86,10
,業務,86,11
,提携,86,12
,開始,86,13
,〜,86,14
,中高生,86,15
,向け,86,16
,「,86,17
,Python,86,18
,ロボティクスコ,86,19
,…,86,20
AI で 映像 制作 業務 の 効率 化 を 実現 する 共同 開発 において モルフォ と ヌーベルグループ が 業務 提携,AI,87,0
,で,87,1
,映像,87,2
,制作,87,3
,業務,87,4
,の,87,5
,効率,87,6
,化,87,7
,を,87,8
,実現,87,9
,する,87,10
,共同,87,11
,開発,87,12
,において,87,13
,モルフォ,87,14
,と,87,15
,ヌーベルグループ,87,16
,が,87,17
,業務,87,18
,提携,87,19
シダックス ㈱ ユニゾン・キャピタル ㈱ 資本 業務 提携 に関する 共同 記者 発表 会 － 説明 資料,シダックス,88,0
,㈱,88,1
,ユニゾン・キャピタル,88,2
,㈱,88,3
,資本,88,4
,業務,88,5
,提携,88,6
,に関する,88,7
,共同,88,8
,記者,88,9
,発表,88,10
,会,88,11
,－,88,12
,説明,88,13
,資料,88,14
シダックス ㈱ ユニゾン・キャピタル ㈱ 資本 業務 提携 に関する 共同 記者 発表 会 － 記者 会見 説明 資料,シダックス,89,0
,㈱,89,1
,ユニゾン・キャピタル,89,2
,㈱,89,3
,資本,89,4
,業務,89,5
,提携,89,6
,に関する,89,7
,共同,89,8
,記者,89,9
,発表,89,10
,会,89,11
,－,89,12
,記者,89,13
,会見,89,14
,説明,89,15
,資料,89,16
5 月 17 日 （ 金 ） シダックス ㈱ ユニゾン・キャピタル ㈱ 資本 業務 提携 に関する 共同 記者 発表 会 － 記者 会見 説明 資料,5,90,0
,月,90,1
,17,90,2
,日,90,3
,（,90,4
,金,90,5
,）,90,6
,シダックス,90,7
,㈱,90,8
,ユニゾン・キャピタル,90,9
,㈱,90,10
,資本,90,11
,業務,90,12
,提携,90,13
,に関する,90,14
,共同,90,15
,記者,90,16
,発表,90,17
,会,90,18
,－,90,19
,記者,90,20
,会見,90,21
,説明,90,22
,資料,90,23
5 月 17 日 （ 金 ） ユニゾン・キャピタル ㈱ と 資本 業務 提携 に関する 、 共同 記者 発表 会 を 行い まし た 。 － 記者 会見 説明 資料 は こちら,5,91,0
,月,91,1
,17,91,2
,日,91,3
,（,91,4
,金,91,5
,）,91,6
,ユニゾン・キャピタル,91,7
,㈱,91,8
,と,91,9
,資本,91,10
,業務,91,11
,提携,91,12
,に関する,91,13
,、,91,14
,共同,91,15
,記者,91,16
,発表,91,17
,会,91,18
,を,91,19
,行い,91,20
,まし,91,21
,た,91,22
,。,91,23
,－,91,24
,記者,91,25
,会見,91,26
,説明,91,27
,資料,91,28
,は,91,29
,こちら,91,30
当社 連結 子会社 と 株式会社 オーセモーション・プロダクツ と の 包括 的 業務 提携 に関する お知らせ,当社,92,0
,連結,92,1
,子会社,92,2
,と,92,3
,株式会社,92,4
,オーセモーション・プロダクツ,92,5
,と,92,6
,の,92,7
,包括,92,8
,的,92,9
,業務,92,10
,提携,92,11
,に関する,92,12
,お知らせ,92,13
塩野義製薬 株式会社 と の 資本 業務 提携 に 係る 第 ３ 回 マイル ストーン 達成 確認 に関する お知らせ,塩野義製薬,93,0
,株式会社,93,1
,と,93,2
,の,93,3
,資本,93,4
,業務,93,5
,提携,93,6
,に,93,7
,係る,93,8
,第,93,9
,３,93,10
,回,93,11
,マイル,93,12
,ストーン,93,13
,達成,93,14
,確認,93,15
,に関する,93,16
,お知らせ,93,17
シダックス ユニゾン・キャピタル 資本 業務 提携 に関する 共同 記者 発表 会 － 説明 資料,シダックス,94,0
,ユニゾン・キャピタル,94,1
,資本,94,2
,業務,94,3
,提携,94,4
,に関する,94,5
,共同,94,6
,記者,94,7
,発表,94,8
,会,94,9
,－,94,10
,説明,94,11
,資料,94,12
( 開示 事項 の 経過 ） 子会社 の 異動 を 伴う 株式 譲渡 及び 子会社 の 一部 事業 譲渡 に かかる 契約 締結 に関する お知らせ （ PDF 約 257 KB ）,(,95,0
,開示,95,1
,事項,95,2
,の,95,3
,経過,95,4
,）,95,5
,子会社,95,6
,の,95,7
,異動,95,8
,を,95,9
,伴う,95,10
,株式,95,11
,譲渡,95,12
,及び,95,13
,子会社,95,14
,の,95,15
,一部,95,16
,事業,95,17
,譲渡,95,18
,に,95,19
,かかる,95,20
,契約,95,21
,締結,95,22
,に関する,95,23
,お知らせ,95,24
,（,95,25
,PDF,95,26
,約,95,27
,257,95,28
,KB,95,29
,）,95,30
NEWS 2019 . 05 . 23 株式会社 ネタ もと と 資本 業務 提携,NEWS,96,0
,2019,96,1
,.,96,2
,05,96,3
,.,96,4
,23,96,5
,株式会社,96,6
,ネタ,96,7
,もと,96,8
,と,96,9
,資本,96,10
,業務,96,11
,提携,96,12
新た な 事業 の 開始 および 業務 提携 に関する お知らせ,新た,97,0
,な,97,1
,事業,97,2
,の,97,3
,開始,97,4
,および,97,5
,業務,97,6
,提携,97,7
,に関する,97,8
,お知らせ,97,9
プレス リリース メドピア 、 リクルートメディカルキャリア と 業務 提携,プレス,98,0
,リリース,98,1
,メドピア,98,2
,、,98,3
,リクルートメディカルキャリア,98,4
,と,98,5
,業務,98,6
,提携,98,7
NEWS 2019 . 05 . 23 情報 マッチング プラットフォーム を 運営 する 株式会社 ネタ もと と 資本 業務 提携,NEWS,99,0
,2019,99,1
,.,99,2
,05,99,3
,.,99,4
,23,99,5
,情報,99,6
,マッチング,99,7
,プラットフォーム,99,8
,を,99,9
,運営,99,10
,する,99,11
,株式会社,99,12
,ネタ,99,13
,もと,99,14
,と,99,15
,資本,99,16
,業務,99,17
,提携,99,18
株式会社 アイセルネットワークス （ IMS グループ ） と の 業務 提携 に関する お知らせ ( 令 和 元年 5 月 27 日 ) PDF ダウンロード,株式会社,100,0
,アイセルネットワークス,100,1
,（,100,2
,IMS,100,3
,グループ,100,4
,）,100,5
,と,100,6
,の,100,7
,業務,100,8
,提携,100,9
,に関する,100,10
,お知らせ,100,11
,(,100,12
,令,100,13
,和,100,14
,元年,100,15
,5,100,16
,月,100,17
,27,100,18
,日,100,19
,),100,20
,PDF,100,21
,ダウンロード,100,22
プレス リリース メドピアグループ 、 アスクル と 業務 提携 し 、 アスクル の 法人 顧客 向け に 産業 保健 支援 サービス 「 first call 」 を 提供,プレス,101,0
,リリース,101,1
,メドピアグループ,101,2
,、,101,3
,アスクル,101,4
,と,101,5
,業務,101,6
,提携,101,7
,し,101,8
,、,101,9
,アスクル,101,10
,の,101,11
,法人,101,12
,顧客,101,13
,向け,101,14
,に,101,15
,産業,101,16
,保健,101,17
,支援,101,18
,サービス,101,19
,「,101,20
,first,101,21
,call,101,22
,」,101,23
,を,101,24
,提供,101,25
当社 子会社 （ 株式会社 夢 テクノロジー ） と 株式会社 BlueMeme の 業務 提携 契約 締結 に関する お知らせ,当社,102,0
,子会社,102,1
,（,102,2
,株式会社,102,3
,夢,102,4
,テクノロジー,102,5
,）,102,6
,と,102,7
,株式会社,102,8
,BlueMeme,102,9
,の,102,10
,業務,102,11
,提携,102,12
,契約,102,13
,締結,102,14
,に関する,102,15
,お知らせ,102,16
プレス リリース メドピアグループ 、 日本経済新聞社 と 業務 提携 し 、 日経 ID 会員 向け に ヘルスケア 事業 を 共同 展開,プレス,103,0
,リリース,103,1
,メドピアグループ,103,2
,、,103,3
,日本経済新聞社,103,4
,と,103,5
,業務,103,6
,提携,103,7
,し,103,8
,、,103,9
,日経,103,10
,ID,103,11
,会員,103,12
,向け,103,13
,に,103,14
,ヘルスケア,103,15
,事業,103,16
,を,103,17
,共同,103,18
,展開,103,19
米国 の フィン テック 企業 CoinZoom 社 と 資本 ・ 業務 提携,米国,104,0
,の,104,1
,フィン,104,2
,テック,104,3
,企業,104,4
,CoinZoom,104,5
,社,104,6
,と,104,7
,資本,104,8
,・,104,9
,業務,104,10
,提携,104,11
Megazone Cloud Corporation （ 韓国 ） と の 業務 提携 について の お知らせ,Megazone,105,0
,Cloud,105,1
,Corporation,105,2
,（,105,3
,韓国,105,4
,）,105,5
,と,105,6
,の,105,7
,業務,105,8
,提携,105,9
,について,105,10
,の,105,11
,お知らせ,105,12
"GPM Co ., Ltd .（ 韓国 ） と の 業務 提携 について の お知らせ",GPM,106,0
,Co,106,1
,".,",106,2
,Ltd,106,3
,.（,106,4
,韓国,106,5
,）,106,6
,と,106,7
,の,106,8
,業務,106,9
,提携,106,10
,について,106,11
,の,106,12
,お知らせ,106,13
農林中央金庫 と の 業務 提携 の お知らせ ( pdf : 399 KB ),農林中央金庫,107,0
,と,107,1
,の,107,2
,業務,107,3
,提携,107,4
,の,107,5
,お知らせ,107,6
,(,107,7
,pdf,107,8
,:,107,9
,399,107,10
,KB,107,11
,),107,12
リクルート 社 と の 業務 提携 契約 に関する お知らせ,リクルート,108,0
,社,108,1
,と,108,2
,の,108,3
,業務,108,4
,提携,108,5
,契約,108,6
,に関する,108,7
,お知らせ,108,8
（ 開示 事項 の 経過 ） 株式会社 エフティグループ の ASEAN ３ か国 ５ 社 の 子会社 の 株式 譲渡 契約 締結 に関する お知らせ,（,109,0
,開示,109,1
,事項,109,2
,の,109,3
,経過,109,4
,）,109,5
,株式会社,109,6
,エフティグループ,109,7
,の,109,8
,ASEAN,109,9
,３,109,10
,か国,109,11
,５,109,12
,社,109,13
,の,109,14
,子会社,109,15
,の,109,16
,株式,109,17
,譲渡,109,18
,契約,109,19
,締結,109,20
,に関する,109,21
,お知らせ,109,22
アドウェイズ 、 台湾 で 7 千 万 枚 以上 の 発行 実績 の ある EasyCard を 利用 し た 唯一 の ポイント プログラム UUPON と 業務 提携 ～ 台湾 進出 企業 の マーケティング 活動 を サポート ～,アドウェイズ,110,0
,、,110,1
,台湾,110,2
,で,110,3
,7,110,4
,千,110,5
,万,110,6
,枚,110,7
,以上,110,8
,の,110,9
,発行,110,10
,実績,110,11
,の,110,12
,ある,110,13
,EasyCard,110,14
,を,110,15
,利用,110,16
,し,110,17
,た,110,18
,唯一,110,19
,の,110,20
,ポイント,110,21
,プログラム,110,22
,UUPON,110,23
,と,110,24
,業務,110,25
,提携,110,26
,～,110,27
,台湾,110,28
,進出,110,29
,企業,110,30
,の,110,31
,マーケティング,110,32
,活動,110,33
,を,110,34
,サポート,110,35
,～,110,36
「 OYO LIFE 」 を 運営 する OYO TECHNOLOGY & HOSPITALITY JAPAN と 業務 提携 スマホ ひとつ で “ 旅 する よう に 暮らす ” 「 OYO LIFE 」 に 物件 提供,「,111,0
,OYO,111,1
,LIFE,111,2
,」,111,3
,を,111,4
,運営,111,5
,する,111,6
,OYO,111,7
,TECHNOLOGY,111,8
,&,111,9
,HOSPITALITY,111,10
,JAPAN,111,11
,と,111,12
,業務,111,13
,提携,111,14
,スマホ,111,15
,ひとつ,111,16
,で,111,17
,“,111,18
,旅,111,19
,する,111,20
,よう,111,21
,に,111,22
,暮らす,111,23
,”,111,24
,「,111,25
,OYO,111,26
,LIFE,111,27
,」,111,28
,に,111,29
,物件,111,30
,提供,111,31
Fogg 、 ソフマップ と 業務 提携 ソフマップ の 各 イベント スペース で イベント を 共同 で 企画,Fogg,112,0
,、,112,1
,ソフマップ,112,2
,と,112,3
,業務,112,4
,提携,112,5
,ソフマップ,112,6
,の,112,7
,各,112,8
,イベント,112,9
,スペース,112,10
,で,112,11
,イベント,112,12
,を,112,13
,共同,112,14
,で,112,15
,企画,112,16
クミアイ化学工業 株式会社 による 株式会社 理研グリーン の 完全 子会社 化 に関する 株式 交換 契約 締結 （ 簡易 株式 交換 ） の お知らせ,クミアイ化学工業,113,0
,株式会社,113,1
,による,113,2
,株式会社,113,3
,理研グリーン,113,4
,の,113,5
,完全,113,6
,子会社,113,7
,化,113,8
,に関する,113,9
,株式,113,10
,交換,113,11
,契約,113,12
,締結,113,13
,（,113,14
,簡易,113,15
,株式,113,16
,交換,113,17
,）,113,18
,の,113,19
,お知らせ,113,20
株式会社 ONDe と の 業務 提携 による 越境 EC 事業 開始 に 向け た 取り組み の お知らせ,株式会社,114,0
,ONDe,114,1
,と,114,2
,の,114,3
,業務,114,4
,提携,114,5
,による,114,6
,越境,114,7
,EC,114,8
,事業,114,9
,開始,114,10
,に,114,11
,向け,114,12
,た,114,13
,取り組み,114,14
,の,114,15
,お知らせ,114,16
業務 提携 に関する お知らせ,業務,115,0
,提携,115,1
,に関する,115,2
,お知らせ,115,3
2019 年 06 月 10 日 OYO TECHNOLOGY ＆ HOSPITALITY JAPAN と の 業務 提携 の お知らせ,2019,116,0
,年,116,1
,06,116,2
,月,116,3
,10,116,4
,日,116,5
,OYO,116,6
,TECHNOLOGY,116,7
,＆,116,8
,HOSPITALITY,116,9
,JAPAN,116,10
,と,116,11
,の,116,12
,業務,116,13
,提携,116,14
,の,116,15
,お知らせ,116,16
2019 年 06 月 10 日 OYOLIFE と の 業務 提携 の お知らせ,2019,117,0
,年,117,1
,06,117,2
,月,117,3
,10,117,4
,日,117,5
,OYOLIFE,117,6
,と,117,7
,の,117,8
,業務,117,9
,提携,117,10
,の,117,11
,お知らせ,117,12
ウィルポート 株式会社 と 資本 業務 提携 を 締結,ウィルポート,118,0
,株式会社,118,1
,と,118,2
,資本,118,3
,業務,118,4
,提携,118,5
,を,118,6
,締結,118,7
株式 取得 （ 子会社 化 ） に関する 基本 合意 書 締結 の お知らせ ( 令 和 元年 6 月 12 日 ) PDF ダウンロード,株式,119,0
,取得,119,1
,（,119,2
,子会社,119,3
,化,119,4
,）,119,5
,に関する,119,6
,基本,119,7
,合意,119,8
,書,119,9
,締結,119,10
,の,119,11
,お知らせ,119,12
,(,119,13
,令,119,14
,和,119,15
,元年,119,16
,6,119,17
,月,119,18
,12,119,19
,日,119,20
,),119,21
,PDF,119,22
,ダウンロード,119,23
アドウェイズ 、 ラクーンコマース 社 と 中国 越境 EC に関する 包括 業務 提携,アドウェイズ,120,0
,、,120,1
,ラクーンコマース,120,2
,社,120,3
,と,120,4
,中国,120,5
,越境,120,6
,EC,120,7
,に関する,120,8
,包括,120,9
,業務,120,10
,提携,120,11
＜ ソフトフロントジャパン ＞ NTS ホールディングス と ソフトフロントジャパン 、 自然 会話 AI プラットフォーム 「 commubo 」 に関する 業務 提携 で 基本 合意,＜,121,0
,ソフトフロントジャパン,121,1
,＞,121,2
,NTS,121,3
,ホールディングス,121,4
,と,121,5
,ソフトフロントジャパン,121,6
,、,121,7
,自然,121,8
,会話,121,9
,AI,121,10
,プラットフォーム,121,11
,「,121,12
,commubo,121,13
,」,121,14
,に関する,121,15
,業務,121,16
,提携,121,17
,で,121,18
,基本,121,19
,合意,121,20
デジタルデータソリューション 株式会社 と の 包括 的 業務 提携 に関する お知らせ ( PDF 形式 : 609 . 6 KB ),デジタルデータソリューション,122,0
,株式会社,122,1
,と,122,2
,の,122,3
,包括,122,4
,的,122,5
,業務,122,6
,提携,122,7
,に関する,122,8
,お知らせ,122,9
,(,122,10
,PDF,122,11
,形式,122,12
,:,122,13
,609,122,14
,.,122,15
,6,122,16
,KB,122,17
,),122,18
（ 経過 事項 ） 当社 連結 子会社 （ フーリンラージ 株式会社 ） による 事業 譲渡 契約 に関する お知らせ ( 0 . 3 MB ),（,123,0
,経過,123,1
,事項,123,2
,）,123,3
,当社,123,4
,連結,123,5
,子会社,123,6
,（,123,7
,フーリンラージ,123,8
,株式会社,123,9
,）,123,10
,による,123,11
,事業,123,12
,譲渡,123,13
,契約,123,14
,に関する,123,15
,お知らせ,123,16
,(,123,17
,0,123,18
,.,123,19
,3,123,20
,MB,123,21
,),123,22
TKP 、 大分 フットボール クラブ と 資本 業務 提携 を 締結 し 、 筆頭 株主 に ～ スポーツ を通じて 大分 県 の 地域 活性 化 を 支援 ～,TKP,124,0
,、,124,1
,大分,124,2
,フットボール,124,3
,クラブ,124,4
,と,124,5
,資本,124,6
,業務,124,7
,提携,124,8
,を,124,9
,締結,124,10
,し,124,11
,、,124,12
,筆頭,124,13
,株主,124,14
,に,124,15
,～,124,16
,スポーツ,124,17
,を通じて,124,18
,大分,124,19
,県,124,20
,の,124,21
,地域,124,22
,活性,124,23
,化,124,24
,を,124,25
,支援,124,26
,～,124,27
（ 開示 事項 の 中止 ） 株式会社 インベストオンライン の 株式 取得 （ 子会社 化 ） 中止 に関する お知らせ,（,125,0
,開示,125,1
,事項,125,2
,の,125,3
,中止,125,4
,）,125,5
,株式会社,125,6
,インベストオンライン,125,7
,の,125,8
,株式,125,9
,取得,125,10
,（,125,11
,子会社,125,12
,化,125,13
,）,125,14
,中止,125,15
,に関する,125,16
,お知らせ,125,17
株式会社 デュアル タップ と の 業務 提携 に関する お知らせ ～ 令 和 夫婦 の 新 生活 （ 住宅 購入 ・ 資産 形成 ） を サポート ～,株式会社,126,0
,デュアル,126,1
,タップ,126,2
,と,126,3
,の,126,4
,業務,126,5
,提携,126,6
,に関する,126,7
,お知らせ,126,8
,～,126,9
,令,126,10
,和,126,11
,夫婦,126,12
